"time"	"CO"	"PV"
79545.0	3.0	12.09
79575.0	3.0	12.09
79605.0	3.0	12.09
79635.0	3.0	12.09
79665.0	3.0	12.09
79695.0	3.0	12.09
79725.0	3.0	12.09
79755.0	3.0	12.09
79785.0	3.0	12.09
79815.0	3.0	12.09
79845.0	3.0	12.09
79875.0	3.0	12.09
79905.0	3.0	12.09
79935.0	3.0	12.09
79965.0	3.0	12.09
79995.0	3.0	12.09
80025.0	3.0	12.09
80055.0	3.0	12.09
80085.0	3.0	12.09
80115.0	3.0	12.09
80145.0	3.0	12.09
80175.0	3.0	12.09
80205.0	4.0	12.09
80235.0	4.0	12.09
80265.0	4.0	12.09
80295.0	4.0	12.09
80325.0	4.0	12.1
80355.0	4.0	12.09
80385.0	4.0	12.1
80415.0	4.0	12.1
80445.0	4.0	12.1
80475.0	4.0	12.1
80505.0	4.0	12.1
80535.0	4.0	12.1
80565.0	4.0	12.1
80595.0	4.0	12.1
80625.0	4.0	12.1
80655.0	4.0	12.1
80685.0	4.0	12.1
80715.0	4.0	12.1
80745.0	4.0	12.1
80775.0	4.0	12.1
80805.0	4.0	12.09
80835.0	4.0	12.1
80865.0	4.0	12.1
80895.0	4.0	12.1
80925.0	4.0	12.1
80955.0	4.0	12.1
80985.0	4.0	12.1
81015.0	4.0	12.1
81045.0	4.0	12.1
81075.0	4.0	12.1
81105.0	4.0	12.1
81135.0	4.0	12.1
81165.0	5.0	12.1
81195.0	5.0	12.1
81225.0	5.0	12.1
81255.0	5.0	12.1
81285.0	5.0	12.1
81315.0	5.0	12.1
81345.0	5.0	12.1
81375.0	5.0	12.1
81405.0	5.0	12.11
81435.0	5.0	12.11
81465.0	5.0	12.1
81495.0	5.0	12.1
81525.0	5.0	12.1
81555.0	5.0	12.1
81585.0	5.0	12.1
81615.0	5.0	12.11
81645.0	5.0	12.1
81675.0	5.0	12.11
81705.0	5.0	12.11
81735.0	5.0	12.11
81765.0	5.0	12.11
81795.0	5.0	12.1
81825.0	5.0	12.11
81855.0	5.0	12.11
81885.0	5.0	12.1
81915.0	5.0	12.1
81945.0	5.0	12.11
81975.0	6.0	12.11
82005.0	6.0	12.11
82035.0	6.0	12.11
82065.0	6.0	12.11
82095.0	6.0	12.11
82125.0	6.0	12.11
82155.0	6.0	12.11
82185.0	6.0	12.11
82215.0	6.0	12.11
82245.0	6.0	12.11
82275.0	6.0	12.11
82305.0	6.0	12.11
82335.0	6.0	12.11
82365.0	6.0	12.11
82395.0	6.0	12.11
82425.0	6.0	12.11
82455.0	6.0	12.11
82485.0	6.0	12.11
82515.0	6.0	12.11
82545.0	6.0	12.11
82575.0	6.0	12.11
82605.0	6.0	12.11
82635.0	6.0	12.11
82665.0	6.0	12.11
82695.0	6.0	12.11
82725.0	6.0	12.11
82755.0	6.0	12.11
82785.0	6.0	12.11
82815.0	6.0	12.11
82845.0	6.0	12.11
82875.0	6.0	12.11
82905.0	7.0	12.11
82935.0	7.0	12.11
82965.0	7.0	12.11
82995.0	7.0	12.11
83025.0	7.0	12.11
83055.0	7.0	12.11
83085.0	7.0	12.11
83115.0	7.0	12.11
83145.0	7.0	12.11
83175.0	7.0	12.11
83205.0	7.0	12.11
83235.0	7.0	12.11
83265.0	7.0	12.11
83295.0	7.0	12.11
83325.0	7.0	12.11
83355.0	7.0	12.11
83385.0	7.0	12.11
83415.0	7.0	12.11
83445.0	7.0	12.1
83475.0	7.0	12.1
83505.0	7.0	12.1
83535.0	7.0	12.1
83565.0	7.0	12.1
83595.0	7.0	12.1
83625.0	7.0	12.1
83655.0	7.0	12.09
83685.0	7.0	12.09
83715.0	7.0	12.09
83745.0	7.0	12.09
83775.0	7.0	12.09
83805.0	7.0	12.09
83835.0	7.0	12.09
83865.0	7.0	12.09
83895.0	8.0	12.09
83925.0	8.0	12.09
83955.0	8.0	12.09
83985.0	8.0	12.09
84015.0	8.0	12.09
84045.0	8.0	12.09
84075.0	8.0	12.09
84105.0	8.0	12.09
84135.0	8.0	12.09
84165.0	8.0	12.09
84195.0	8.0	12.09
84225.0	8.0	12.09
84255.0	8.0	12.09
84285.0	8.0	12.09
84315.0	8.0	12.09
84345.0	8.0	12.09
84375.0	8.0	12.09
84405.0	8.0	12.09
84435.0	8.0	12.09
84465.0	8.0	12.09
84495.0	8.0	12.09
84525.0	8.0	12.09
84555.0	8.0	12.09
84585.0	8.0	12.08
84615.0	8.0	12.08
84645.0	8.0	12.08
84675.0	8.0	12.09
84705.0	8.0	12.08
84735.0	8.0	12.08
84765.0	8.0	12.08
84795.0	8.0	12.08
84825.0	8.0	12.08
84855.0	8.0	12.08
84885.0	8.0	12.08
84915.0	8.0	12.08
84945.0	8.0	12.08
84975.0	8.0	12.08
85005.0	8.0	12.08
85035.0	8.0	12.08
85065.0	8.0	12.08
85095.0	8.0	12.07
85125.0	9.0	12.08
85155.0	9.0	12.08
85185.0	9.0	12.07
85215.0	9.0	12.07
85245.0	9.0	12.08
85275.0	9.0	12.07
85305.0	9.0	12.08
85335.0	9.0	12.08
85365.0	9.0	12.08
85395.0	9.0	12.08
85425.0	9.0	12.07
85455.0	9.0	12.07
85485.0	9.0	12.07
85515.0	9.0	12.07
85545.0	9.0	12.07
85575.0	9.0	12.07
85605.0	9.0	12.07
85635.0	9.0	12.07
85665.0	9.0	12.07
85695.0	9.0	12.07
85725.0	9.0	12.07
85755.0	9.0	12.07
85785.0	9.0	12.07
85815.0	9.0	12.06
85845.0	9.0	12.06
85875.0	9.0	12.06
85905.0	9.0	12.06
85935.0	9.0	12.06
85965.0	9.0	12.06
85995.0	9.0	12.06
86025.0	9.0	12.06
86055.0	9.0	12.06
86085.0	9.0	12.06
86115.0	9.0	12.06
86145.0	9.0	12.06
86175.0	9.0	12.05
86205.0	9.0	12.06
86235.0	9.0	12.05
86265.0	9.0	12.05
86295.0	9.0	12.06
86325.0	9.0	12.05
86355.0	9.0	12.05
